-1.744457219522401,5.598061766886146,-3.86679479327832,-3.9974297564037826,-4.0169987352384116, -76.9619675, -139.4380798
-1.7816469107569797,3.671215114251465,-3.1548363006871636,-3.4908661636132505,-3.399065689073795, -78.9417801, -139.3659821
-1.8578791604050842,3.4431857545806137,-3.3645606196143083,-3.6418096105251565,-3.58278834523218, -76.8281021, -106.9096527
-1.9040684922231197,3.139146735035706,-3.7638950513278706,-3.9103642127482003,-3.920070427323451, -77.3656769, -99.4292221
-1.8490118674772664,3.367176094706556,-3.3063038493667345,-3.5327825134737174,-3.496232431176369, -74.7966309, -92.6506729
-1.8568203791599716,2.683088395742683,-3.36406995084702,-3.506473297011944,-3.5101816001404353, -75.5726242, -81.2329941
-1.8758784415719976,2.987127415287591,-3.7640176357338255,-3.8449256496622555,-3.888118577060536, -75.5726242, -87.5925751
-1.9259058554035662,2.607078735868626,-4.394784692640164,-4.366316129546433,-4.470880929312922, -79.2759399, -95.4176712
-1.9556840779223568,1.9229910369047531,-4.266987867739348,-4.2730075452455045,-4.358930349560818, -81.3772278, -87.5855865
-1.959257464624612,2.455059036071832,-5.007032244494752,-4.709004609839286,-4.950753677834717, -78.3208084, -87.6810989
-1.840673965172005,0.5608964938574462,-3.9057962331595175,-3.8661067449416655,-3.9654943635737068, -74.1622925, -65.6577835
-1.7002531025389518,0.40279631922889264,-3.380013907858133,-3.4738097274408175,-3.5000475212458437, -71.0639191, -65.6018448
-1.7639123249013442,0.8550540957179894,-2.520144690839756,-2.7925573925181832,-2.7187788778647364, -71.8079758, -69.5249939
-1.595433759272808,1.54370237883489,-2.7700966984385538,-3.099906891166831,-3.003245075075222, -69.2144165, -71.0744858
-1.473806263740503,-0.13915317363228744,-3.2856993423959056,-3.524867444794901,-3.4826409671440968, -65.6365204, -63.1136551
-1.4785707793435094,0.3138650042545906,-3.4981217815050702,-3.673135412745918,-3.6639792218148246, -66.6499786, -64.9572678
-1.413852775736004,1.7132041658654846,-2.8446653260899804,-3.4200765311258454,-3.2109316487365573, -63.8937073, -59.0084801
-1.4325137951811129,2.134298026651962,-2.8890630308643637,-3.3820619590410677,-3.212600759583681, -64.2200851, -57.8351479
-1.4284110178563019,1.3232742207816264,-3.3027470864372495,-3.8092520728958936,-3.6429960118312166, -64.2503433, -60.322094
-1.4358224865720894,1.3354356265035612,-2.3177792260229393,-2.913401369468033,-2.68527721134349, -64.2745514, -59.6544189
-1.472666088687172,1.0868840181927655,-2.1312256655610162,-2.689681655220352,-2.4750563847367193, -65.1497421, -59.707962
-1.8975834570968053,2.227030056449661,-3.39988247913318,-3.3700221755154325,-3.4547428557397692, -75.0673904, -70.8886871
-1.853908730735912,2.5310690759945693,-2.819155002230943,-3.078948699514645,-3.0164788341757003, -75.216629, -75.9628296
-1.4543511583615596,3.0236120125020762,-2.3770171375719236,-2.8829674158635044,-2.696484154665049, -63.2252464, -55.9514809
-1.8251892894622337,0.25077684746130646,-3.129080808016216,-3.599670312445592,-3.4461587361711747, -79.5013962, -48.4097099
-1.814204434044191,0.1747671115775137,-3.2194706488333535,-3.670905819075257,-3.527826588429795, -79.8542786, -46.3471107
-1.7966021958441947,0.25077684746130646,-3.1268731113100268,-3.5936504206827746,-3.4413898258951097, -79.0114059, -46.3909912
-1.830615543343436,1.2389033379408803,-3.599672457232223,-3.922961405839469,-3.8502056694281035, -77.5007706, -28.5634212
